time,chanel1,chanel2,chanel3,chanel4,position
0.065,0.0017598937227716,0.0014214654121038,-0.0057904751404926,-0.0042672165514145,0
0.066,0.0021420039765536,-0.0005548410668065,-0.0025423847057959,-0.0053029425767297,0
0.067,0.00421482865964,0.0003917795512181,-0.0008840930315777,-0.0051789055053441,0
0.068,0.010550764551242,-0.0029232560609329,-0.0001550350842678,-0.0043103738398551,0
0.069,0.0114358828889389,-0.0078493680866956,0.0025259899122164,-0.0016121139724031,0
0.07,0.0161580388432443,-0.0079715415544439,0.0036729393744442,-0.0018991349660598,0
0.07100000000000001,0.0167402969334538,0.0004323767646961,0.0039687593907103,-0.0014637442695029,0
0.07200000000000001,0.0145347457643442,0.0046518780852424,0.0053922899446305,-0.0028346112506405,0
0.073,0.0160019603720368,0.0019307183671523,0.0074398092809032,-0.0033180016284818,0
0.074,0.0111272289852962,-0.0017218413993769,0.005580061232607,-0.001037714185213,0
0.075,0.008717930857119,-0.0001593969368459,0.0028265480035788,-0.0054133261435939,0
0.076,-0.0062628296764657,0.0039250349946668,0.0019600389187318,-0.0056507243223595,0
0.077,-0.0263692336979075,0.0003024589745802,-0.0037939066236446,0.0046865287055096,0
0.078,-0.0254636635217622,0.0033423236651576,0.001419483941758,0.0038614252209377,0
0.079,-0.0193104132887298,-0.0019908937326858,-0.0011575786468368,0.0082104749748209,0
0.08,-0.0201756300984214,-0.0044232570730943,-0.0078984890989664,0.0062713045816927,0
0.081,-0.0133361250846119,-0.00378181689016,-0.0091733083266646,0.0057600079867232,0
0.082,-0.007144644268527,-0.0084912318861355,-0.0074615951457451,0.0050163781497275,0
0.083,0.002261034754504,-0.0095893042389994,-0.0063765687570457,-0.0015837407637183,0
0.084,0.0083613188866769,-0.0073581797146614,-0.0001670859501123,-0.0027356136307808,0
0.085,0.0131195067935927,0.0015013043543925,0.0048948186099408,-0.0157941295664334,0
0.08600000000000001,0.0122369367481297,0.0087928443249605,0.0018535741681133,-0.0159985384545753,0
0.08700000000000001,0.0113449051261236,0.0084587659143396,0.0059938127229187,-0.0106391342593959,0
0.088,0.0102883104560893,0.0063008090734538,0.0025151996679281,-0.0029074660011099,0
0.089,0.0062242642372388,0.0024383874952973,0.0003664014153737,0.0003860942231506,0
0.09,0.003063065329396,-0.0134959858895935,0.0020869389985138,-0.0034793234841741,0
0.091,0.0077583858559018,-0.0145907601313611,-0.000677237890186,0.0018508107357738,0
0.092,-0.0007381260772033,-0.0222822196795435,-0.0007908140810855,-0.0002927371357883,0
0.093,-0.0111379965460989,-0.0229743862979635,-0.0022111962389053,-0.0007957756674991,0
0.094,-0.0044749181915668,-0.0141624930474536,-0.0078831615819184,0.0034652686314185,0
0.095,0.0002720771581998,-0.0007509962865692,-0.0096483578225767,0.0058260699256376,0
0.096,0.0068279366255726,0.0031382545723965,-0.0112146333656916,-0.0021112616857259,0
0.097,0.0064885799643491,0.0070522141408,-0.0071449887265667,-0.0014057792761658,0
0.098,0.0077679597309852,0.0289427783182863,-0.008766088977126,-0.0023677979419522,0
0.099,0.0116353840551544,0.0332314366846316,-0.0089838759456302,0.0039157138256545,0
0.1,0.0196142302011914,0.0210947979792384,-0.0080417673209539,0.0032226738296101,0
0.101,0.021637359455515,0.0115921663497604,-0.0038328204033856,0.0040810260978666,0
0.10200000000000001,0.0210687231480584,0.0040750656747024,-0.000950177379531,0.0036603161093048,0
0.10300000000000001,0.0141006909967477,0.0037928219239974,0.0041590039633829,7.731773952202156e-06,0
0.10400000000000001,0.013735543283791,0.0004776737881301,0.0052393096381819,-0.0002431375516588,0
0.105,0.0087764089525077,-0.0040223042306526,0.0103756319024593,0.0012063460976355,0
0.106,0.0052614694608722,-0.0097484996370178,0.0019360759015457,0.0047453312710018,0
0.107,-0.002976424087276,-0.0076086380471743,0.0004765161449471,0.0084285310500547,0
0.108,-0.0074546029558424,-0.0060426779538802,-0.0013382658963529,0.008679853417531,0
0.109,-0.01799779687324,-0.0165976741526348,-0.0034363139001533,0.002841004852486,0
0.11,-0.0418923185316112,-0.012962375196014,0.0052942278606136,0.0105033270531939,0
0.111,-0.024350366867446,-0.0102246214434524,0.0049052401106774,0.0164916205479374,0
0.112,-0.0188176411677115,-0.0127788438712974,-0.0022528110611383,-0.002029122303911,0
0.113,-0.0178771167332617,-0.0103664269851958,-0.0004543099897601,-0.0082484596923962,0
0.114,-0.0135673017574387,-0.0008157660755255,-0.0015081288183452,-0.0059642202115224,0
0.115,-0.0021274529241527,0.0113948776237336,-0.00287470613479,-0.0034734790132801,0
0.116,0.0035101381965565,0.0108831395489906,0.0011433056316684,-0.0032413100661859,0
0.117,0.0062455725647109,0.0132614491856246,-0.0010555735808131,0.0035527568343572,0
0.11800000000000001,0.0101689674072313,0.0099498834285379,0.0021756000030032,0.0064507189213502,0
0.11900000000000001,0.0131785945762336,0.0174695139491265,-0.000303009777993,-0.0030344071354631,0
0.12,0.0121603512246174,0.0139651076126025,0.0006622034139484,0.0010032950547154,0
0.121,0.0105072703072918,0.0139142452579466,0.0034174934600235,0.0034288761116036,0
0.122,0.007940387595717,0.0190423936372572,0.0084738583377958,-0.0013126762455011,0
0.123,0.0125556930698896,0.0236376956708456,0.0047288976152946,0.0031798329416662,0
0.124,0.0079089423357895,0.0233494961630931,4.301440837810238e-06,0.0017443607595717,0
0.125,-0.0037624942980567,0.0127785828240242,-0.0005813837583989,-0.0055600477409105,0
0.126,-0.0063159642085525,0.0007054149272498,-0.0028175679520203,-0.007481651936362,0
0.127,0.0123446191456642,-0.0034848029950337,0.001670312582086,-0.0083333016948299,0
0.128,0.0143348277104253,-0.0041630111251323,0.0039057148652347,-0.0109675262776854,0
0.129,0.0063458888276986,-0.0030633020600381,0.0021850093945453,-0.0041211922319701,0
0.13,-0.0008379461394309,-0.0014127356447782,0.001372373037531,0.008538297613916,0
0.131,0.0031574520949395,-0.0013695043371487,-0.0015999493488799,0.0072552902854504,0
0.132,-0.001077903996477,-0.0021878385321037,-0.0019194434087871,0.0029180638867096,0
0.133,0.001688483098755,-0.0044118090367094,0.000105173491294,0.0045367565021783,0
0.134,-0.0124522654867948,-0.0071983272087106,-0.0023653862093398,0.006839449561512,0
0.135,-0.0294234210517792,-0.0103287552633485,-0.0011665553453368,0.0009046666601485,0
0.136,-0.0397613396858661,-0.0110492770345931,0.0011742457894927,-0.0049571692857988,0
0.137,-0.026056061515405,-0.0134282198357831,-0.000238147912269,-0.004348179563232,0
0.138,-0.0032253109595716,-0.0149382580862161,0.002448595266682,-0.0046526439041535,0
0.139,0.0003453970934286,-0.0153582457198181,0.0043625861689527,-0.0016877087083067,0
0.14,0.017343743212233,-0.0079854477244176,0.001416598859434,0.0068766257871928,0
0.14100000000000001,0.0243013614259367,-0.0043213593485111,0.0020326375613417,0.0093984834884387,0
0.14200000000000002,0.0185465093511036,-0.0068286352464955,0.0022098058069295,0.0054660847201886,0
0.14300000000000002,0.0045054982611834,-0.0013570683509466,0.0062186610151966,0.0070015707256466,0
0.14400000000000002,-0.0119482028790838,-0.0019383496065296,0.0020639136284661,0.0040968417728086,0
0.145,-0.0250379704345636,0.0015779489208397,0.0028838579290827,0.0004580801460572,0
0.146,-0.0177028877215453,0.0004680508925788,0.0009084076506994,-0.0067327703765568,0
0.147,-0.0052556868630934,0.0006341735146245,-0.0007174550238715,-0.0084032906011964,0
0.148,-0.0045030258338237,0.0075088292653129,-0.0001535851276466,-0.0198602686616262,0
0.149,0.0043695951738171,0.0012639745530062,-0.0052905083621329,-0.0186122296766921,0
0.15,0.000466453517345,0.0025461561492987,0.0019860208643719,-0.0119323066327866,0
0.151,0.0077412495062718,0.0067246199280806,-0.003815729108359,-0.0104235180524952,0
0.152,0.0107974577113709,0.0027411938530081,0.0012828054570618,-0.0035695419083056,0
0.153,0.0069175988633852,0.0046054072569434,0.0002577370343373,0.0006413585637224,0
0.154,0.0099694246724987,0.0014457882491411,-0.0003424009617654,0.0015296180598673,0
0.155,0.0024876581378159,0.0011078739967703,0.0011735164897268,0.0067506377700633,0
0.156,0.0027404423964844,-0.003603576527239,-0.0002217515244332,0.0104860966098231,0
0.157,-4.981708624813622e-05,-0.0056180393371116,0.0043490995431977,0.0079332503089153,0
0.158,-0.0039540845476401,-0.004207756879307,0.0026722019008047,0.0061518967342377,0
0.159,0.0062376996803757,-0.001405629978542,0.0020681824008376,0.0018620159337761,0
0.16,0.0083532194802907,-0.0021427807423767,0.0024238308427424,0.0041109543543823,0
0.161,0.0077762823654404,-0.0071373422383073,0.0015480868522412,0.0043408919906008,0
0.162,0.0115020930244298,-0.0088678612833028,0.0004559284802512,0.000398292718213,0
0.163,0.0156904113472787,-0.0064113657315698,0.0011228725117951,0.0007897452887879,0
0.164,0.0076417249997521,-0.0025310705667667,-0.0052747390318638,-0.0004238370301606,0
0.165,0.002661092210208,0.0008895933392056,-0.0063966790472168,0.0004162889578962,0
0.166,0.0040400853102661,0.0100252310853817,-0.0099308086665616,0.001613669731656,0
0.167,-0.0026553717838519,0.0083808134491571,-0.0062106102708171,0.0018986366592534,0
0.168,-0.0338984429017571,0.0074457483961215,-0.0050725777617959,0.0027053890983699,0
0.169,-0.0323238329700396,0.0081410185808478,-0.0024726854446741,0.0032016058826512,0
0.17,-0.0066349283298636,0.0089581053895177,-0.0022371484030474,0.0030689826768723,0
0.171,-0.0059551838255941,0.0071343787813606,-0.0009474878389636,0.0028619177616994,0
0.17200000000000001,-0.0263867194433977,0.0031898945829196,0.0003161557954071,0.0172968731405773,0
0.17300000000000001,-0.0153892025318216,-0.0070065027260104,0.0001056243709646,0.0167691451741304,0
0.17400000000000002,0.0009843310147148,-0.0150930344155108,-0.006221675112143,-0.0046210629156392,0
0.17500000000000002,-0.0063939792238341,-0.0236582077198318,-0.0025461846184278,-0.0041152651941525,0
0.176,-0.0068502729740789,-0.0353726746805926,0.0002656436010928,-0.003041503097608,0
0.177,-0.0115945969728252,-0.0317593518681536,0.0004087693373007,-0.0052355077137777,0
0.178,-0.0013123403540913,-0.0245224807236834,0.0018494638984544,-0.0020935622096635,0
0.179,0.0063240447360346,-0.024409427133424,0.0009695822315532,-0.0024390399825844,0
0.18,0.0070513128944788,-0.0172870469261622,0.0010739627420681,-0.0069588920707637,0
0.181,0.0094171850132016,-0.0136264506730042,-0.002081911086003,0.0004920039432789,0
0.182,0.0063758992436872,-0.0080749387375926,0.0003644936543415,-0.0034700371625268,0
0.183,0.0050220779365658,0.0127592527971295,-0.0014581318329661,0.0016042408679142,0
0.184,0.0019978649039053,0.0335096812010207,-0.0030521689749192,-0.0024851862489759,0
0.185,0.0013013387912434,0.0249039141529639,-0.0011803619218992,-0.0003567314175766,0
0.186,0.0029945923363749,0.0130203999106212,0.0013722369023253,0.0055909681212857,0
0.187,-0.0012989134487536,0.011663147244096,0.0019029559802441,0.0080928596404373,0
0.188,-0.0031325547783541,0.0058172257164399,0.001956198492229,0.0084632088551616,0
0.189,-0.0018854154831764,0.0067514797987276,0.0021307841142399,0.0035120120622851,0
0.19,0.0032478911129682,0.0060177538521427,0.0037621418291647,-0.0002584335152201,0
0.191,-0.0003299911812491,0.0022593676031921,-0.0014140691411464,-0.0045522025552715,0
0.192,0.0041443644092013,-0.00072393730304,-0.0026930599202079,-0.0067840126061486,0
0.193,0.0060337307698306,0.0045730202877812,0.0024719355360796,-0.0086897743819646,0
0.194,0.0088345870018009,0.0026221897867143,0.004627646416635,-0.0068947166320855,0
0.195,0.0105987365200766,0.0079266695226161,-0.0002497650045189,-0.0053860102665549,0
0.196,0.0084006964269601,0.0119453222703696,0.0001320548297432,-0.0021197289870111,0
0.197,0.0098354067852413,0.0094237788432799,0.0009875228795339,-0.0033547505170193,0
0.198,0.0092361624694544,0.0090660854591467,-0.000661935116473,-0.0012923569291622,0
0.199,0.0085026371058718,0.0155644917305298,0.0070417204172659,-0.0011521623451256,0
0.2,0.0159376029033647,0.0227371585390081,0.0068887140743259,-0.0036951498054918,0
0.201,0.0162736243835282,0.0187540077330566,0.0022452546985059,-0.0054453213249132,0
0.202,0.012136402916573,0.0095924813245574,0.00245851763951,-0.0002745289532273,0
0.203,0.017768384584786,0.0100494926261172,-0.0001624067148595,-0.0010872677994263,0
0.20400000000000001,0.0109625438382799,0.0014818362579352,0.0023259173959527,0.002220255172485,0
0.20500000000000002,0.0048284697682008,-0.0042002634999826,0.0034615690316888,0.0077976088113485,0
0.20600000000000002,0.0041458304742258,-0.0039874654085557,2.030783874961312e-05,0.0031288929763147,0
0.20700000000000002,0.0049216068310474,-0.0102613843347986,0.0011596977491882,0.00831739384194,0
0.20800000000000002,-0.0044147475771066,-0.0038831696423361,0.0029320516121532,0.0009340843892017,0
0.209,-0.0222954234701116,-0.0040361044117395,0.0036216381961352,0.0020676604671403,0
0.21,-0.0357966981666493,0.0004327579947437,0.0020278588140136,-0.006615565385111,0
0.211,-0.0221662394602599,-0.0006632646096414,-0.000242919555793,-0.0035206868989376,0
0.212,-0.0096195763468637,0.0038931245114184,-0.0001844994424485,-0.0024621511357477,0
0.213,-0.0080198751334126,0.0002703904000667,-0.0018843303362491,-0.0020940318608486,0
0.214,-0.002176676879764,0.0090027853278313,-0.0016961996810052,0.0019523864724888,0
0.215,0.0026484104699315,0.0070572152539511,-0.0010469505696499,-0.0121985150938063,0
0.216,0.0139085370000401,0.0050475417091631,-0.0042427744801615,-0.0235208790051842,0
0.217,0.0126691790058162,0.0102313750180713,-0.0088731983219574,-0.017920984170581,0
0.218,0.0114212648334222,0.0082517862842206,-0.0111868703317953,-0.0061183697738202,0
0.219,0.0084101651741151,0.0102244811873687,-0.0065367182299406,0.0002115255241372,0
0.22,0.0060347953194502,0.0050632837594991,8.511788679857983e-05,-0.0005283017236971,0
0.221,0.0003199769551593,0.0028053812155001,-0.0025307508532788,-0.0010278653371881,0
0.222,0.0101136221593005,-0.0010621532186361,-0.0001408486062165,0.0015140282684021,0
0.223,-0.0273310953049306,-0.0062599187985156,-0.0008540523809293,-0.0023544418526579,0
0.224,-0.030006461240999,-0.0054794878882016,0.0025559721816007,0.0017374220435487,0
0.225,-0.0112293952661119,-0.0063829986139516,0.0038464607990712,0.0112373534627001,0
0.226,-0.0039695260876336,-0.0068084460624814,0.0022411599892537,0.0068150054258491,0
0.227,-0.0047775956007494,-0.0080088725108921,-0.0036359255134077,0.0025432170902955,0
0.228,-0.0041551748925121,-0.0124841720685407,-0.0014456280695335,0.0057119199281856,0
0.229,-0.0026132088333149,-0.0131014379874832,0.0070987982649457,0.0103929587909591,0
0.23,0.0006939068193411,-0.0121975921873713,0.0034373891385525,0.0160814085796565,0
0.231,-0.0030742614703395,-0.0124771459987938,0.0027643800410647,0.0140522998787983,0
0.232,-0.0028351959224123,-0.0109985525844304,-0.0006665702944942,0.0084964873884054,0
0.233,-0.0019506977297948,-0.0045441378524273,-0.0054487384500627,0.0025150679545888,0
0.234,0.004933944768758,-0.0107645509109693,0.0004803537575199,0.0020649658971123,0
0.23500000000000001,4.477794422160406e-05,-0.006901326285874,-0.0004389317993607,0.0010532754848283,0
0.23600000000000002,-0.0054313313869891,-0.008549054220488,-0.0059932712382217,0.0021048517925566,0
0.23700000000000002,-0.0104001232223812,-0.0069130227120854,-0.0033387381836875,-0.0003687736191224,0
0.23800000000000002,-0.0097894283672882,-0.0094954579230083,-0.0001795227995937,0.0005098982036038,0
0.23900000000000002,-0.0064280053430091,-0.0064621725339528,0.0049704630401089,-0.0007016392539357,0
0.24,0.0157473676691618,-0.0117221793289835,0.0032767575490142,-0.0009958478852142,0
0.241,0.0067959902238231,-0.0115601319320871,-0.0007575880685508,-0.0010820393661108,0
0.242,-0.0036253900908479,-0.010283647799869,0.0022328312413247,-0.002258002575503,0
0.243,-0.000624488192749,-0.0100755779319607,0.0018310996992891,-0.0021367632658427,0
0.244,0.0108256120911193,-0.0034423883465278,0.0064733131307859,0.0167712198504639,0
0.245,0.0206568579659896,0.0044266745478217,0.0016250817365455,0.0098201073419394,0
0.246,0.0186694927484784,0.0151300299811033,-0.0005113227788151,-0.0012867417500463,0
0.247,0.0132715946984524,0.0197074914122357,0.0046058977529273,0.0016318424883324,0
0.248,0.005254045734697,0.0147557889356325,0.0041018440606607,0.0032551213928383,0
0.249,-0.0034405742700755,0.0041757224976643,0.0009199404967615,0.000257047001358,0
0.25,0.0022474426586519,0.0045808404329673,-0.0006469661696514,7.236954371249747e-05,0
0.251,0.0112320275059976,0.002260384546367,-0.0104772686863994,-0.0064784989585225,0
0.252,0.0015465880108588,0.0019906486778985,-0.0125722657905248,-0.0058497874422354,0
0.253,-0.0223751907847717,0.0048688099203821,-0.0085747513262186,-0.0065276684140034,0
0.254,-0.0035284192988381,0.0067622709431747,-0.0017322411332126,-0.0011989438580875,0
0.255,0.0033805653317525,0.0029073859745395,0.0001669820783295,0.0027461021371876,0
0.256,-0.0026109591269359,0.0020617910150864,-0.0021757891906527,-0.0047377847120785,0
0.257,-0.0187638968200503,0.0001388148109606,-0.0034930184784657,-0.0055540514858363,0
0.258,-0.0130212751500899,-0.0018275287038419,0.001102448923025,-0.0053613746765356,0
0.259,-0.0303570290348612,-0.0009222410765537,0.0020233011675981,-0.0083451768415296,0
0.26,-0.0293537310383213,-0.0044726335113934,0.0088093523942935,-0.0025549401068668,0
0.261,-0.0119476310991031,-0.0037845105909159,0.0077788040825618,-0.004198760064204,0
0.262,-0.0172599744931805,-0.0066585942422931,0.0069562054728336,-0.0049904547891905,0
0.263,-0.0215439018102358,-0.0116042614866954,0.0084083686683954,-0.0040370557085205,0
0.264,-0.0115197673869962,-0.0116197670340076,0.0072867781941308,-0.0070801137484117,0
0.265,-0.0020819372023141,-0.011912057347811,0.0019606386202384,0.0001906855404211,0
0.266,-9.470022072264108e-05,-0.0065520601920703,0.0035065427789791,-0.0003038324825915,0
0.267,0.0063313355167851,-0.0056940101211624,-0.0046970554142135,-0.0055828354924,0
0.268,0.0070025877509135,-0.0030866218910647,-0.0057311516479919,-0.0006290795758288,0
0.269,0.0022081161890783,-0.0018695356031765,-0.0071831229699732,0.0034579691025836,0
0.27,0.0042671897208427,0.0031283191366684,-0.0051487016977351,0.0146555092386427,0
0.271,0.0055167807355071,0.0003431845134979,-0.0046189865526868,0.010555693626543,0
0.272,0.0024845429491737,-7.128114817216212e-05,-0.0055047976523061,0.0086585272098864,0
0.273,0.0113789642159348,-0.0003185269018115,-0.004244398685761,0.0113610588251429,0
0.274,0.0076672561124977,-0.0004742587341536,-0.0027184534812722,0.0082168851369699,0
0.275,0.0068591939008785,-0.0011558800550241,0.0013691977226523,0.0065199334116147,0
0.276,-0.0048326219235909,0.0008439994341742,-0.0009903074677399,0.0039171827634492,0
0.277,0.000875593116615,-0.0013780720032953,-0.0031576871806898,-0.0008160739646633,0
0.278,0.0103861969901301,0.001193491659658,0.0029278905071472,-0.0061852843241088,0
0.279,0.0184223517989616,0.0052543409689341,0.0008281692186203,-0.005237835263773,0
0.28,0.0135681287175289,0.0115225997258345,0.0014120777836519,0.0029570976087012,0
0.281,0.0199396522040919,0.0119920275884453,-0.0020416151848427,-0.0162415744083377,0
0.28200000000000003,0.020414417647672,0.0082606062406923,0.0013657556398005,-0.0200644534851244,0
0.28300000000000003,0.0263121723338126,0.0058614817143073,0.0011163582102965,-0.0148423586212596,0
0.28400000000000003,0.0188860858677336,0.0002294430918715,0.001533478523976,-0.0086533254646444,0
0.28500000000000003,0.0199624464897179,-0.008842516236247,0.0026687517314468,-0.0044854704260283,0
0.28600000000000003,0.0187858618442993,-0.0094913156591561,-0.0028683172390317,-0.007853254043009,0
0.28700000000000003,0.0082643298920589,-0.0031518923456647,-0.0022988354004404,-0.0075395598308535,0
0.28800000000000003,0.0103283991428093,0.0012780306854857,0.0042735180886804,-0.0039717452638017,0
0.289,0.0118446135528949,0.0019847886735359,0.0021405002379241,-0.0041226902091495,0
0.29,-0.0108676537444407,0.0113985765602274,-0.0018178648764235,0.0056642501690773,0
0.291,-0.0094437683963204,0.0152337686029905,0.0021460574831323,0.0050223771003857,0
0.292,-0.0013216583557379,0.0157136405906997,0.0069259431055882,0.0104488139438905,0
0.293,-0.0026756612624806,0.0091892353099824,0.0016291639559164,-0.001063574570102,0
0.294,-0.0230874937007121,0.0143994546201023,0.0063101057700601,-0.0031770512839745,0
0.295,-0.0182812912082214,0.0126899918511506,0.008895535965487,-0.0014163378151667,0
0.296,-0.0057971010552304,0.0156675337018786,0.0089555711946003,-0.0020842539024931,0
0.297,0.0027475801726359,0.0107198505462415,0.0028355561087646,0.0018663766703925,0
0.298,0.0033546286690115,0.011212128959306,0.0024706653527829,0.0058202440311432,0
0.299,0.0049326982755208,0.0083796025722441,0.0045724674816962,-0.0001641374957085,0
0.3,0.0032709819287624,0.0086502070437763,0.0027100843721835,-0.000963679881339,0
0.301,0.0037682013429268,0.0099103025927899,-0.0007869411812887,0.0048902534148695,0
0.302,0.0036702959858957,0.0081797546672888,-0.0001631819667247,0.0206966925326758,0
0.303,-0.00490549506913,-0.0036229770325143,-0.0037130300624601,0.0039148882454531,0
0.304,-0.006529112841338,-0.0054514343595808,-0.0071648928068557,-0.0057099444863193,0
0.305,-0.0038621521131272,-0.0052465468940919,-0.0007511739111621,0.0031169120879249,0
0.306,-0.0063903663248808,-0.0056391435423174,0.0012989156890813,0.0012826827151251,0
0.307,-0.0056950523162977,-0.0042485630958377,-0.0017423757377175,0.0016920541570607,0
0.308,-0.0019964197298201,-0.0049485680699522,-0.0017438773341638,0.0052245844768214,0
0.309,-0.002443422411842,-0.0012527990005963,0.004039318075225,0.0047541210988845,0
0.31,-0.0028299415816193,-0.0010685936763445,0.0023253708397547,0.001052913310055,0
0.311,-0.000489322486048,0.0001480332603266,0.0035780967637541,-0.0006004638068698,0
0.312,0.0077632802073584,0.0027544051714989,0.0031268295340096,-0.0011112212122283,0
0.313,0.0090856588347053,0.007919619393776,-0.0033554407530881,0.0002633050417881,0
0.314,0.008360719129133,0.00913374022336,-0.007872952296624,-0.000447030016044,0
